Country Code,Change,Description of Change,Date Issued,Source
MA,Subdivisions deleted: MA-01 - MA-16. MA-MDF. MA-MMD. MA-MMN. MA-SYB. Subdivisions added: MA-01 - MA-12. MA-BRR. MA-DRI. MA-FQH. MA-GUF. MA-MAR. MA-MID. MA-OUZ. MA-REH. MA-SIB. MA-SIF. MA-SIL. MA-TAF. MA-TIN. MA-YUS. Category changes: MA-AOU prefecture -> province. MA-FAH prefecture -> province. MA-TET prefecture -> province. Parent changes: MA-AGD MA-13 -> MA-09. MA-AOU MA-16 -> MA-12. MA-ASZ MA-14 -> MA-10. MA-AZI MA-12 -> MA-05. MA-BEM MA-12 -> MA-05. MA-BER MA-04 -> MA-02. MA-BES MA-09 -> MA-06. MA-BOD MA-15 -> MA-11. MA-BOM MA-05 -> MA-03. MA-CHI MA-11 -> MA-07. MA-CHT MA-13 -> MA-06. MA-ERR MA-06 -> MA-08. MA-ESI MA-11 -> MA-07. MA-ESM MA-14 -> MA-11. MA-FES MA-05 -> MA-03. MA-FIG MA-04 -> MA-02. MA-GUE MA-14 -> MA-10. MA-HAJ MA-06 -> MA-03. MA-HAO MA-11 -> MA-07. MA-HOC MA-03 -> MA-01. MA-IFR MA-06 -> MA-03. MA-INE MA-13 -> MA-09. MA-JDI MA-10 -> MA-06. MA-JRA MA-04 -> MA-02. MA-KEN MA-02 -> MA-04. MA-KES MA-11 -> MA-07. MA-KHE MA-07 -> MA-04. MA-KHN MA-06 -> MA-05. MA-KHO MA-09 -> MA-05. MA-LAA MA-15 -> MA-11. MA-MED MA-08 -> MA-06. MA-MEK MA-06 -> MA-03. MA-MOH MA-08 -> MA-06. MA-MOU MA-05 -> MA-03. MA-NAD MA-04 -> MA-02. MA-NOU MA-08 -> MA-04. MA-OUA MA-13 -> MA-08. MA-OUD MA-16 -> MA-12. MA-OUJ MA-04 -> MA-02. MA-RAB MA-07 -> MA-04. MA-SAF MA-10 -> MA-07. MA-SAL MA-07 -> MA-04. MA-SEF MA-05 -> MA-03. MA-SET MA-09 -> MA-08. MA-SIK MA-02 -> MA-06. MA-SKH MA-07 -> MA-04. MA-TAI MA-04 -> MA-02. MA-TAR MA-13 -> MA-09. MA-TAT MA-14 -> MA-09. MA-TIZ MA-13 -> MA-09. MA-TNT MA-14 -> MA-10. MA-ZAG MA-13 -> MA-08.,"Modification of remark part 2; deletion of regions MA-01 to MA-16; addition of new regions MA-01 to MA-12; change of spelling of MA-AGD, MA-BES, MA-ESM, MA-FAH, MA-FES, MA-JRA, MA-KES, MA-OUD; change of category name from prefecture to province for MA-AOU, MA-FAH, MA-TET; addition of prefectures MA-MAR, MA-MDF; deletion of prefectures, MA-MMD, MA-MMN, MA-SYB; addition of provinces MA-BRR, MA-DRI, MA-FQH, MA-GUF, MA-MID, MA-OUZ, MA-REH, MA-SIF, MA-SIL, MA-SIB, MA-TAF, MA-TIN, MA-YUS; change of parent subdivision for MA-AGD, MA-AOU, MA-FES, MA-INE, MA-MEK, MA-MOH, MA-OUJ, MA-RAB, MA-SAL, MA-SKH, MA-ASZ, MA-AZI, MA-BEM, MA-BER, MA-BES, MA-BOD, MA-BOM, MA-CHI, MA-CHT, MA-ERR, MA-ESI, MA-ESM, MA-FIG, MA-GUE, MA-HAJ, MA-HAO, MA-HOC, MA-IFR, MA-JDI, MA-JRA, MA-KEN, MA-KES, MA-KHE, MA-KHN, MA-KHO, MA-LAA, MA-MED, MA-MOU, MA-NAD, MA-NOU, MA-OUA, MA-OUD, MA-SAF, MA-SEF, MA-SET, MA-SIK, MA-TAI, MA-TAR, MA-TAT, MA-TIZ, MA-TNT, MA-ZAG; addition of (EH) to MA-LAA; addition of (EH-partial) to MA-ASZ, MA-TNT; update List Source. (Remark part 2: Remark: Entries followed by '(EH)' are located partially or fully in the territory of Western Sahara (ISO 3166 alpha-2 code element EH)).",2018-04-20,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MA.
MC,Administrative subdivisions addition.,,2011-12-13 (corrected 2011-12-15),Newsletter II-3 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-3_2011-12-13.pdf.
MC,Correction of the Code Source.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MC.
MD,Subdivisions added: MD-TA Taraclia.,Addition of one district. Subdivision categories in header re-sorted.,2002-12-10,Newsletter I-4 - https://web.archive.org/web/20081218103210/http://www.iso.org/iso/iso_3166-2_newsletter_i-4_en.pdf.
MD,Change subdivision name of MD-BD.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MD.
MD,"Subdivision layout: 10 cities, 40 districts -> 1 autonomous territory, 1 city, 1 territorial unit, 9 districts.",Completely new subdivision layout.,2002-05-21,Newsletter I-2 - https://web.archive.org/web/20120131102127/http://www.iso.org/iso/iso_3166-2_newsletter_i-2_en.pdf.
MD,Change of short name.,,2008-04-08,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MD.
MD,Error correction: Header information on number of districts corrected.,,2002-08-20,Newsletter I-3 - https://web.archive.org/web/20081218103236/http://www.iso.org/iso/iso_3166-2_newsletter_i-3_en.pdf.
MD,"Correction of administrative language from Romanian (ro, ron) to Moldavian (mo, mol).",,2008-09-09,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MD.
MD,"Correction of the administrative language codes from mo, mol to ro, ron.",,2015-08-04,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MD.
MD,"Subdivision layout: 1 autonomous territory, 1 city, 10 districts, 1 territorial unit -> 1 autonomous territorial unit, 3 cities, 32 districts, 1 territorial unit.","Consistency between ISO 3166-1 and ISO 3166-2, addition of names in administrative languages, and update of the administrative structure and of the list source.",2010-06-30,Newsletter II-2 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-2_2010-06-30.pdf.
MD,Update List Source.,,2017-11-23,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MD.
MD,Modification of the French short name lower case.,,2019-02-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MD.
MD,Change of short name.,,2009-01-07,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MD.
ME,Subdivisions added: 21 municipalities.,Addition of a new country (in accordance with ISO 3166-1 Newsletter V-12).,2007-04-17,Newsletter I-8 - https://web.archive.org/web/20081218103230/http://www.iso.org/iso/iso_3166-2_newsletter_i-8_en.pdf.
ME,Change of full name.,,2008-04-08,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,Local generic administrative term addition and suppression of the comment.,,2011-12-13 (corrected 2011-12-15),Newsletter II-3 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-3_2011-12-13.pdf.
ME,Correction of the Remarks to Parts 1 and 2 concerning the language code '001' to read 'The language code '001' refers to the administrative language 'Montenegrin' that has not been assigned an ISO 639 language code.'.,,2015-02-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,Correction of quotation marks in the remark.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,Add two municipalities ME-22 and ME-23.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,"Addition of the alpha 3 administrative language code cnr. Modification of remark part 1. (Remark part 1: Montenegro was formerly part of former entries: YUGOSLAVIA (YU, YUG, 891) then SERBIA AND MONTENEGRO (CS, SCG, 891)).",,2018-03-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,Addition of municipality ME-24; Update List Source.,,2019-11-22,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,Update List Source; Correction of the Code Source.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,Addition of municipality ME-25; Update List Source.,,2023-11-23,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
ME,"Deletion of remark part 2. (Remark part 2: Montenegro was formerly part of former entries: YUGOSLAVIA (YU, YUG, 891) then SERBIA AND MONTENEGRO (CS, SCG, 891)).",,2018-03-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ME.
MF,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard. Included also as subdivision of France (FR-MF)).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MF.
MF,"Correction of the OBP entry error as follows: deletion of “Saint-Martin, partie nord de” in the French name field for Territory.",,2015-02-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MF.
MF,Correct spelling error in the French remarks.,,2013-02-06,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MF.
MF,Addition of new entry (in accordance with ISO 3166-1 Newsletter VI-1).,,2007-11-28,Newsletter I-9 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/newsletter_i-9.pdf.
MF,Add new entry.,,2007-09-21,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MF.
MG,Update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MG.
MG,Update List Source.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MG.
MG,"Inclusion of English as official language in Article 4 of the Constitution of Madagascar, April 2007.",,2008-04-08,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MG.
MH,Subdivisions added: MH-JAB Jabat. Subdivisions deleted: MH-UJL Ujelang.,"Addition of the country code prefix as the first code element, addition of names in administrative languages.",2010-02-03 (corrected 2010-02-19),Newsletter II-1 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-1_corrected_2010-02-19.pdf.
MH,"Spelling changes to MH-ENI, MH-KIL, MH-NMK and MH-UTI; update the List Source.",,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MH.
MH,"Change of spelling of subdivision name in mah of MH‐ALK, MH‐ALL, MH‐ARN, MH‐EBO, MH‐JAB, MH‐JAL, MH‐KWA, MH‐LIB, MH‐MAJ, MH‐MAL, MH‐MEJ, MH‐MIL, MH‐NMK, MH‐NMU, MH‐RON, MH‐UTI, MH‐WTH, WTJ; in mah/eng of MH-ENI, MH-KIL; update List Source.",,2017-11-23,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MH.
MH,Modification of the French short name lower case.,,2019-02-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MH.
MK,"Deletion of municipality MK-85; Change of subdivision code from MK-02 to MK-802, MK-03 to MK-201, MK-04 to MK-501, MK-05 to MK-401, MK-06 to MK-601, MK-07 to MK-402, MK-08 to MK-602, MK-10 to MK-403, MK-11 to MK-404, MK-12 to MK-301, MK-13 to MK-101, MK-14 to MK-202, MK-16 to MK-603, MK-18 to MK-405, MK-19 to MK-604, MK-20 to MK-102, MK-21 to MK-303, MK-22 to MK-304, MK-23 to MK-203, MK-24 to MK-103, MK-25 to MK-502, MK-26 to MK-406, MK-27 to MK-503, MK-30 to MK-605, MK-32 to MK-806, MK-33 to MK-204, MK-34 to MK-807, MK-35 to MK-606, MK-36 to MK-104, MK-37 to MK-205, MK-40 to MK-307, MK-41 to MK-407, MK-42 to MK-206, MK-43 to MK-701, MK-44 to MK-702, MK-45 to MK-504, MK-46 to MK-505, MK-47 to MK-703, MK-48 to MK-704, MK-49 to MK-105, MK-50 to MK-607, MK-51 to MK-207, MK-52 to MK-308, MK-53 to MK-506, MK-54 to MK-106, MK-55 to MK-507, MK-56 to MK-408, MK-58 to MK-310, MK-59 to MK-810, MK-60 to MK-208, MK-61 to MK-311, MK-62 to MK-508, MK-63 to MK-209, MK-64 to MK-409, MK-65 to MK-705, MK-66 to MK-509, MK-67 to MK-107, MK-69 to MK-108, MK-70 to MK-812, MK-71 to MK-706, MK-72 to MK-312, MK-73 to MK-410, MK-74 to MK-813, MK-75 to MK-608, MK-76 to MK-609, MK-78 to MK-313, MK-80 to MK-109, MK-81 to MK-210, MK-82 to MK-816, MK-83 to MK-211; Typographical correction of subdivision name of MK-816, addition of municipality MK-801, MK-803, MK-804, MK-805, MK-808, MK-809, MK-811, MK-814, MK-815, MK-817; Change of subdivision name of MK-304, MK-607; Update List Source; Update Code Source.",,2020-03-02,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MK.
MK,Addition of the article 'the' before the full name.,,2020-03-02,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MK.
MK,Change of the short and full name: Macedonia (the former Yugoslav Republic of) -> North Macedonia; the former Yugoslav Republic of Macedonia -> Republic of North Macedonia.,,2019-03-13,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MK.
MK,"Deletion of municipalities MK-01, MK-09, MK-15, MK-17, MK-28, MK-29, MK-31, MK-38, MK-39, MK-57, MK-68, MK-77, MK-79, MK-84; deletion of remark; change romanization system; addition of municipality MK-85; update List Source.",,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MK.
MK,Alphabetical re-ordering.,,2011-12-13 (corrected 2011-12-15),Newsletter II-3 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-3_2011-12-13.pdf.
MK,Codes: format changed .,Addition of numeric code elements.,2007-11-28,Newsletter I-9 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/newsletter_i-9.pdf.
MK,Subdivisions added: 84 municipalities.,Addition of the administrative subdivisions and of their code elements.,2007-04-17,Newsletter I-8 - https://web.archive.org/web/20081218103230/http://www.iso.org/iso/iso_3166-2_newsletter_i-8_en.pdf.
ML,"Addition of regions ML-9, ML-10; update List Source.",,2017-11-23,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ML.
MM,Official name change of long name.,,2011-06-12,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MM.
MM,"Addition of local generic administrative terms, source list update and addition of a comment.",,2011-12-13 (corrected 2011-12-15),Newsletter II-3 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-3_2011-12-13.pdf.
MM,Official name change of long name.,,2011-07-14,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MM.
MM,"Change of spelling of MM-07, MM-05; update list source.",,2016-11-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MM.
MM,Correction of the romanization system label.,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MM.
MM,Change subdivision category divisions to regions; change spellings of MM-05 and MM-07; add one union territory MM-18.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MM.
MN,Correction of the romanization system label.,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MN.
MO,"Modification of remark part 2. (Remark part 2: Subdivision in 2 districts, distrito (pt), which is not relevant for this part of ISO 3166. Included also as a subdivision of China (CN-MO)).",,2017-11-23,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MO.
MO,Change of the English country name. In accordance with ISO 3166-1 Newsletter V-4.,,2002-05-20,Newsletter I-3 - https://web.archive.org/web/20081218103236/http://www.iso.org/iso/iso_3166-2_newsletter_i-3_en.pdf.
MP,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard. Included also as a subdivision of the United States (US-MP)).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MP.
MQ,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard. Included also as a subdivision of France (FR-972)).,,2022-11-29,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MQ.
MQ,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard. Included also as a subdivision of France (FR-972)).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MQ.
MR,"Deletion of the romanization system for MR-13, MR-14, MR-15 in fra.",,2019-11-22,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MR.
MR,Correction of the romanization system label.,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MR.
MR,"Addition of regions MR-13, MR-14, MR-15; deletion of district MR-NKC; update List Source.",,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MR.
MR,Update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MR.
MS,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MS.
MT,Subdivisions added: 68 local councils.,Addition of administrative subdivisions and of their code elements.,2007-11-28,Newsletter I-9 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/newsletter_i-9.pdf.
MT,Correction of quotation marks in the List Source.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MT.
MT,Correction of subdivision category in mlt.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MT.
MU,"Deleted: MU-BR (Beau Bassin-Rose Hill), MU-CU (Curepipe), MU-PU (Port Louis), MU-QB (Quatre Bornes), MU-VP (Vacoas-Phoenix).","Deletion of city MU-BR, MU-CU, MU-PU, MU-QB, MU-VP; Update List Source; Correction of the Code Source.",2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MU.
MU,Codes: (to correct duplicate use). Port Louis (city): MU-PL -> MU-PU.,Error correction: Duplicate use of one code element corrected. Subdivision categories in header re-sorted.,2002-12-10,Newsletter I-4 - https://web.archive.org/web/20081218103210/http://www.iso.org/iso/iso_3166-2_newsletter_i-4_en.pdf.
MV,Correction of the Code Source.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MV.
MV,Subdivisions deleted: MV-CE Central. MV-NC North Central. MV-NO North. MV-SC South Central. MV-SU South. MV-UN Upper North. MV-US Upper South. Category changes: MV-MLE capital -> city. MV-01 administrative atoll -> city. Spelling changes (dv): MV-00 Ari Atholhu Dhekunuburi -> Ariatholhu Dhekunuburi. MV-02 Ari Atholhu Uthuruburi -> Ariatholhu Uthuruburi. MV-04 Ari Atholhu Uthuruburi -> Felidheatholhu. MV-14 Ari Atholhu Uthuruburi -> Nilandheatholhu Uthuruburi. MV-17 Nilandhe Atholhu Dhekunuburi -> Nilandheatholhu Dhekunuburi. MV-26 Maale Atholhu -> MV-27 -> Maaleatholhu. MV-28 Huvadhu Atholhu Dhekunuburi -> Huvadhuatholhu Dhekunuburi. Spelling changes (en): MV-00 Alifu Dhaalu -> South Ari Atoll. MV-01 Seenu -> Addu City. MV-02 Alifu Alifu -> North Ari Atoll. MV-03 Lhaviyani -> Faadhippolhu. MV-04 Vaavu -> Felidhu Atoll. MV-05 Laamu -> Felidhu Atoll. MV-07 Haa Alifu -> North Thiladhunmathi. MV-08 Thaa -> Kolhumadulu. MV-12 Meemu -> Mulaku Atoll. MV-13 Raa -> Mulaku Atoll. MV-14 Faafu -> North Nilandhe Atoll. MV-17 Dhaalu -> South Nilandhe Atoll. MV-20 Baa -> South Nilandhe Atoll. MV-23 Haa Dhaalu -> South Thiladhunmathi. MV-24 Shaviyani -> North Miladhunmadulu. MV-25 Noonu -> South Miladhunmadulu. MV-26 Kaafu -> South Miladhunmadulu. MV-27 Gaafu Alifu -> North Huvadhu Atoll. MV-28 Gaafu Dhaalu -> North Huvadhu Atoll. MV-29 Gnaviyani -> Fuvammulah. Local variants added: all subdivisions.,"Change of spelling in div of MV-00, MV-02, MV-04, MV-14, MV-17, MV-26, MV-27, MV-28; Change of spelling in eng of MV-00, MV-01, MV-02, MV-03, MV-04, MV-05, MV-07, MV-08, MV-12, MV-13, MV-14, MV-17, MV-20, MV-23, MV-24, MV-25, MV-26, MV-27, MV-28, MV-29; Addition of local variation of MV-00, MV-01, MV-02, MV-03, MV-04, MV-05, MV-07, MV-08, MV-12, MV-13, MV-14, MV-17, MV-20, MV-23, MV-24, MV-25, MV-26, MV-27, MV-28, MV-29; Change of category name from capital to city for MV-MLE; Change of category name from administrative atoll to city for MV-01; Removal of parent subdivision of MV-MLE, MV-00, MV-01, MV-02, MV-03, MV-04, MV-05, MV-07, MV-08, MV-12, MV-13, MV-14, MV-17, MV-20, MV-23, MV-24, MV-25, MV-26, MV-27, MV-28, MV-29; Deletion of provinces MV-CE, MV-NC, MV-NO, MV-SC, MV-SU, MV-UN and MV-US; Update List Source.",2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MV.
MV,Spelling change: MV-05.,Change of spelling of MV-05.,2016-11-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MV.
MV,Subdivisions added: 7 provinces. MV-00 Alifu Dhaalu.,"Administrative re-organization, addition of local generic administrative terms, language adjustment and source list update.",2011-12-13 (corrected 2011-12-15),Newsletter II-3 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-3_2011-12-13.pdf.
MW,Correction of the Code Source.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MW.
MW,Subdivisions added: MW-NE Neno.,"Addition of the country code prefix as the first code element, addition of names in administrative languages, typographical error correction, update of the administrative structure and of the list source.",2010-06-30,Newsletter II-2 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-2_2010-06-30.pdf.
MW,Subdivisions added: MW-BA Balaka. MW-LK Likoma Island. MW-PH Phalombe.,Addition of three districts. List source updated.,2002-05-21,Newsletter I-2 - https://web.archive.org/web/20120131102127/http://www.iso.org/iso/iso_3166-2_newsletter_i-2_en.pdf.
MX,Update List Source.,,2014-11-04,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MX.
MX,"Change of subdivision code from MX-DIF to MX-CMX; change of name of MX-CMX, MX-COA, MX-MIC, MX-VER; addition of local variation of MX-COA, MX-MIC, MX-VER; update list source.",,2016-11-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:MX.
